player,games_played,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,turnover,stl,blk,pf,era
Kobe Bryant,74.63636363636364,2361.818181818182,27.89818181818182,9.734545454545456,21.335454545454546,0.4561818181818182,1.3863636363636362,4.077272727272727,0.3322727272727273,7.044545454545454,7.044545454545454,0.8399090909090909,1.2781818181818183,4.535454545454545,5.8109090909090915,5.220909090909091,3.1218181818181816,1.6481818181818182,0.5563636363636363,2.786363636363636,00s
Shaquille O'Neal,65.0,1993.3636363636363,21.643636363636364,8.526363636363634,14.590909090909093,0.5857272727272727,0.0,0.007272727272727273,0.0,4.593636363636364,4.593636363636364,0.5136363636363636,3.1827272727272726,6.890000000000001,10.072727272727274,2.532727272727273,2.6690909090909094,0.48363636363636375,2.019090909090909,3.4281818181818178,00s
Tim Duncan,76.81818181818181,2155.6363636363635,21.076363636363634,8.057272727272727,15.961818181818183,0.5050909090909091,0.030000000000000006,0.14272727272727276,0.1741818181818182,4.933636363636364,4.933636363636364,0.6881818181818182,3.056363636363636,8.520909090909091,11.577272727272728,3.2381818181818187,2.600909090909091,0.7509090909090909,2.2581818181818183,2.529090909090909,00s
Kevin Garnett,76.18181818181819,2229.3636363636365,20.783636363636365,8.205454545454545,16.37,0.5036363636363635,0.1654545454545455,0.5836363636363637,0.24418181818181817,4.206363636363637,4.206363636363637,0.8006363636363637,2.46,9.06,11.520909090909093,4.421818181818181,2.465454545454546,1.31,1.4872727272727273,2.442727272727273,00s
Allen Iverson,64.36363636363636,2449.181818181818,26.586363636363636,9.206363636363637,21.799999999999997,0.4235454545454545,1.0436363636363635,3.3609090909090913,0.31381818181818183,7.128181818181818,7.128181818181818,0.7899999999999999,0.6627272727272728,2.8909090909090907,3.555454545454545,5.983636363636364,3.494545454545455,2.083636363636364,0.14727272727272728,1.7463636363636363,00s
Lebron James,78.28571428571429,2420.1428571428573,27.854285714285712,9.889999999999999,20.815714285714282,0.47442857142857137,1.4100000000000001,4.284285714285714,0.3267142857142857,6.668571428571428,6.668571428571428,0.7427142857142858,1.237142857142857,5.812857142857142,7.05,6.961428571428571,3.292857142857143,1.7414285714285713,0.8814285714285715,1.9557142857142857,00s
Dwyane Wade,67.28571428571429,2255.8571428571427,25.181428571428572,8.79857142857143,18.271428571428576,0.48071428571428576,0.5,1.7428571428571427,0.27585714285714286,7.082857142857142,7.082857142857142,0.769,1.2357142857142858,3.5799999999999996,4.815714285714286,6.63,3.755714285714286,1.824285714285714,0.9628571428571429,2.537142857142857,00s
Steve Nash,75.81818181818181,2008.8181818181818,16.029999999999998,5.792727272727273,11.69090909090909,0.49472727272727274,1.574545454545455,3.627272727272728,0.4310909090909091,2.8645454545454543,2.8645454545454543,0.9066363636363639,0.5618181818181817,2.6354545454545457,3.1954545454545453,9.210909090909091,3.066363636363637,0.7872727272727272,0.09090909090909091,1.7190909090909088,00s
Jason Kidd,76.18181818181819,2234.2727272727275,13.734545454545458,4.850909090909091,12.04090909090909,0.40354545454545454,1.5199999999999998,4.265454545454546,0.35327272727272724,2.517272727272727,2.517272727272727,0.8075454545454545,1.2609090909090908,5.625454545454545,6.884545454545455,9.242727272727272,3.005454545454545,1.929090909090909,0.3190909090909091,1.881818181818182,00s
Dirk Nowitzki,79.36363636363636,2253.090909090909,23.75181818181818,8.263636363636364,17.41090909090909,0.47427272727272735,1.2799999999999998,3.335454545454546,0.38572727272727275,5.945454545454546,5.945454545454546,0.8760909090909091,1.27,7.492727272727273,8.764545454545454,2.7754545454545454,1.9427272727272729,0.9363636363636364,1.042727272727273,2.6136363636363638,00s
