player,games_played,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,turnover,stl,blk,pf,era
Michael Jordan,73.125,2307.875,30.41375,11.509999999999998,23.404999999999998,0.492,0.8575,2.3162499999999997,0.356125,6.532500000000001,6.532500000000001,0.8274999999999999,1.53625,4.857500000000001,6.3925,5.09625,2.42,2.24875,0.7187499999999999,2.4412499999999997,90s
Hakeem Olajuwon,66.45454545454545,2195.2727272727275,22.19,8.898181818181818,17.487272727272725,0.5054545454545455,0.030000000000000002,0.13545454545454547,0.14645454545454545,4.363636363636363,4.363636363636363,0.7363636363636363,2.774545454545455,8.247272727272728,11.020909090909091,2.803636363636364,3.067272727272727,1.71,3.2127272727272724,3.391818181818182,90s
David Robinson,69.54545454545455,2117.7272727272725,22.89272727272727,8.08909090909091,15.533636363636363,0.52,0.028181818181818183,0.11454545454545455,0.152,6.685454545454546,6.685454545454546,0.7258181818181818,3.28,7.746363636363636,11.02818181818182,2.6809090909090907,2.6136363636363633,1.4854545454545454,3.062727272727273,2.881818181818182,90s
Karl Malone,78.81818181818181,2278.4545454545455,26.94636363636364,9.778181818181816,18.52,0.5273636363636365,0.07363636363636364,0.260909090909091,0.23045454545454547,7.3127272727272725,7.3127272727272725,0.7554545454545455,2.4618181818181815,8.112727272727271,10.575454545454546,3.6981818181818182,2.9872727272727273,1.3618181818181816,0.8509090909090908,3.0018181818181815,90s
Scottie Pippen,73.63636363636364,2262.090909090909,18.48909090909091,7.22909090909091,15.159090909090912,0.4753636363636364,1.0036363636363637,3.0200000000000005,0.30781818181818177,3.0281818181818183,3.0281818181818183,0.7075454545454546,1.9090909090909094,5.085454545454545,6.995454545454546,5.797272727272728,2.9572727272727275,2.15,0.8936363636363637,2.8572727272727274,90s
Shaquille O'Neal,66.625,2248.75,27.393750000000004,11.00875,19.10125,0.5758749999999999,0.0025,0.03125,0.0625,5.3725,5.3725,0.53025,3.9825,8.24875,12.232500000000002,2.6825,2.8812499999999996,0.7474999999999999,2.6137500000000005,3.4225000000000003,90s
Charles Barkley,62.09090909090909,2171.2727272727275,21.297272727272727,7.594545454545454,14.705454545454545,0.5134545454545454,0.5909090909090908,2.1472727272727274,0.2562727272727273,5.514545454545455,5.514545454545455,0.7240909090909091,3.6081818181818175,7.912727272727273,11.521818181818183,4.113636363636364,2.77,1.4318181818181819,0.5545454545454545,2.6781818181818178,90s
John Stockton,77.0,2048.7272727272725,14.505454545454546,5.169090909090908,10.055454545454548,0.514818181818182,0.78,1.971818181818182,0.38918181818181824,3.389090909090909,3.389090909090909,0.8255454545454545,0.6727272727272727,2.2027272727272726,2.8745454545454545,11.425454545454546,3.0263636363636364,2.1999999999999997,0.22363636363636366,2.5863636363636364,90s
Clyde Drexler,67.44444444444444,2149.0,20.715555555555554,7.446666666666666,16.425555555555555,0.4518888888888889,1.2433333333333332,3.802222222222222,0.318,4.576666666666666,4.576666666666666,0.7928888888888889,2.1899999999999995,4.187777777777779,6.379999999999999,5.666666666666667,2.6322222222222216,1.8355555555555552,0.65,2.8755555555555556,90s
Shawn Kemp,75.36363636363636,1844.4545454545455,16.935454545454547,6.0,12.069999999999999,0.4984545454545455,0.03181818181818183,0.12000000000000001,0.2485454545454546,4.904545454545454,4.904545454545454,0.7384545454545456,3.3009090909090903,6.172727272727272,9.47,1.8645454545454543,2.9890909090909092,1.2381818181818183,1.4327272727272726,3.8827272727272724,90s
